COUNTY,TOTALCOUNTCONFIRMED,TOTALCOUNTDEATHS,NEWCOUNTCONFIRMED,NEWCOUNTDEATHS,DATE
Calaveras,16,0,0,0,6/10/2020
Calaveras,16,0,0,0,6/11/2020
Calaveras,18,0,2,0,6/12/2020
Calaveras,18,0,0,0,6/13/2020
Calaveras,18,0,0,0,6/14/2020
Calaveras,18,0,0,0,6/15/2020
Calaveras,19,0,1,0,6/16/2020
Calaveras,20,0,1,0,6/17/2020
Calaveras,20,0,0,0,6/18/2020
Calaveras,20,0,0,0,6/19/2020
Calaveras,20,0,0,0,6/20/2020
Calaveras,20,0,0,0,6/21/2020
Calaveras,20,0,0,0,6/22/2020
Calaveras,26,0,6,0,6/23/2020
Calaveras,26,0,0,0,6/24/2020
Alpine,1,0,1,0,3/30/2020
Alpine,1,0,0,0,3/31/2020
Alpine,1,0,0,0,4/1/2020
Alpine,1,0,0,0,4/2/2020
Alpine,1,0,0,0,4/3/2020
Alpine,1,0,0,0,4/4/2020
Alpine,1,0,0,0,4/5/2020
Alpine,1,0,0,0,4/6/2020
Alpine,1,0,0,0,4/7/2020
Alpine,1,0,0,0,4/8/2020
Alpine,1,0,0,0,4/9/2020
Alpine,1,0,0,0,4/10/2020
Alpine,1,0,0,0,4/11/2020
Alpine,1,0,0,0,4/12/2020
Alpine,1,0,0,0,4/13/2020
Alpine,1,0,0,0,4/14/2020
Alpine,1,0,0,0,4/15/2020
Alpine,1,0,0,0,4/16/2020
Alpine,1,0,0,0,4/17/2020
Alpine,1,0,0,0,4/18/2020
Alpine,1,0,0,0,4/19/2020
Alpine,1,0,0,0,4/20/2020
Alpine,1,0,0,0,4/21/2020
Alpine,1,0,0,0,4/22/2020
Alpine,1,0,0,0,4/23/2020
Alpine,1,0,0,0,4/24/2020
Alpine,1,0,0,0,4/25/2020
Alpine,1,0,0,0,4/26/2020
Alpine,1,0,0,0,4/27/2020
Alpine,1,0,0,0,4/28/2020
Alpine,1,0,0,0,4/29/2020
Alpine,1,0,0,0,4/30/2020
Alpine,1,0,0,0,5/1/2020
Alpine,1,0,0,0,5/2/2020
Alpine,1,0,0,0,5/3/2020
Alpine,1,0,0,0,5/4/2020
Alpine,1,0,0,0,5/5/2020
Alpine,1,0,0,0,5/6/2020
Alpine,1,0,0,0,5/7/2020
Alpine,1,0,0,0,5/8/2020
Alpine,1,0,0,0,5/9/2020
Alpine,1,0,0,0,5/10/2020
Alpine,1,0,0,0,5/11/2020
Alpine,1,0,0,0,5/12/2020
Alpine,1,0,0,0,5/13/2020
Alpine,1,0,0,0,5/14/2020
Alpine,1,0,0,0,5/15/2020
Alpine,1,0,0,0,5/16/2020
Alpine,1,0,0,0,5/17/2020
Alpine,1,0,0,0,5/18/2020
Alpine,1,0,0,0,5/19/2020
Alpine,1,0,0,0,5/20/2020
Alpine,1,0,0,0,5/21/2020
Alpine,1,0,0,0,5/22/2020
Alpine,1,0,0,0,5/23/2020
Alpine,1,0,0,0,5/24/2020
Alpine,1,0,0,0,5/25/2020
Alpine,1,0,0,0,5/26/2020
Alpine,1,0,0,0,5/27/2020
Alpine,1,0,0,0,5/28/2020
Alpine,1,0,0,0,5/29/2020
Alpine,1,0,0,0,5/30/2020
Alpine,1,0,0,0,5/31/2020
Alpine,1,0,0,0,6/1/2020
Alpine,1,0,0,0,6/2/2020
Alpine,1,0,0,0,6/3/2020
Alpine,1,0,0,0,6/4/2020
Alpine,1,0,0,0,6/5/2020
Alpine,1,0,0,0,6/6/2020
Alpine,1,0,0,0,6/7/2020
Alpine,1,0,0,0,6/8/2020
Alpine,1,0,0,0,6/9/2020
Alpine,1,0,0,0,6/10/2020
Alpine,1,0,0,0,6/11/2020
Alpine,1,0,0,0,6/12/2020
Alpine,1,0,0,0,6/13/2020
Alpine,1,0,0,0,6/14/2020
Alpine,1,0,0,0,6/15/2020
Alpine,1,0,0,0,6/16/2020
Alpine,1,0,0,0,6/17/2020
Alpine,1,0,0,0,6/18/2020
Alpine,1,0,0,0,6/19/2020
Alpine,1,0,0,0,6/20/2020
Alpine,1,0,0,0,6/21/2020
Alpine,1,0,0,0,6/22/2020
Alpine,1,0,0,0,6/23/2020
Alpine,1,0,0,0,6/24/2020
Nevada,2,0,2,0,3/18/2020
Nevada,2,0,0,0,3/19/2020
Nevada,2,0,0,0,3/20/2020
Nevada,2,0,0,0,3/21/2020
Nevada,2,0,0,0,3/22/2020
Nevada,2,0,0,0,3/23/2020
Nevada,4,0,2,0,3/24/2020
Nevada,5,0,1,0,3/25/2020
Nevada,7,0,2,0,3/26/2020
Nevada,6,0,-1,0,3/27/2020
Nevada,11,0,5,0,3/28/2020
Nevada,13,0,2,0,3/29/2020
Nevada,14,0,1,0,3/30/2020
Nevada,15,0,1,0,3/31/2020
Nevada,15,0,0,0,4/1/2020
Nevada,17,0,2,0,4/2/2020
Nevada,19,1,2,1,4/3/2020
Nevada,19,1,0,0,4/4/2020
Nevada,19,1,0,0,4/5/2020
Nevada,19,1,0,0,4/6/2020
Nevada,20,1,1,0,4/7/2020
Nevada,21,1,1,0,4/8/2020
Nevada,23,1,2,0,4/9/2020
Nevada,23,1,0,0,4/10/2020
Nevada,24,1,1,0,4/11/2020
Nevada,24,1,0,0,4/12/2020
Nevada,24,1,0,0,4/13/2020
Nevada,34,1,10,0,4/14/2020
Nevada,34,1,0,0,4/15/2020
Nevada,34,1,0,0,4/16/2020
Nevada,34,1,0,0,4/17/2020
Nevada,34,1,0,0,4/18/2020
Nevada,34,1,0,0,4/19/2020
Nevada,34,1,0,0,4/20/2020
Nevada,36,1,2,0,4/21/2020
Nevada,36,1,0,0,4/22/2020
Nevada,36,1,0,0,4/23/2020
Nevada,36,1,0,0,4/24/2020
Nevada,37,1,1,0,4/25/2020
Nevada,37,1,0,0,4/26/2020
Nevada,39,1,2,0,4/27/2020
Nevada,41,1,2,0,4/28/2020
Nevada,41,1,0,0,4/29/2020
Nevada,41,1,0,0,4/30/2020
Nevada,41,1,0,0,5/1/2020
Nevada,41,1,0,0,5/2/2020
Nevada,41,1,0,0,5/3/2020
Nevada,41,1,0,0,5/4/2020
Nevada,41,1,0,0,5/5/2020
Nevada,41,1,0,0,5/6/2020
Nevada,41,1,0,0,5/7/2020
Nevada,41,1,0,0,5/8/2020
Nevada,41,1,0,0,5/9/2020
Nevada,41,1,0,0,5/10/2020
Nevada,41,1,0,0,5/11/2020
Nevada,41,1,0,0,5/12/2020
Nevada,41,1,0,0,5/13/2020
Nevada,41,1,0,0,5/14/2020
Nevada,41,1,0,0,5/15/2020
Nevada,41,1,0,0,5/16/2020
Nevada,41,1,0,0,5/17/2020
Nevada,41,1,0,0,5/18/2020
Nevada,41,1,0,0,5/19/2020
Nevada,41,1,0,0,5/20/2020
Nevada,41,1,0,0,5/21/2020
Nevada,41,1,0,0,5/22/2020
Nevada,41,1,0,0,5/23/2020
Nevada,41,1,0,0,5/24/2020
Nevada,41,1,0,0,5/25/2020
Nevada,41,1,0,0,5/26/2020
Nevada,41,1,0,0,5/27/2020
Nevada,41,1,0,0,5/28/2020
Nevada,41,1,0,0,5/29/2020
Nevada,41,1,0,0,5/30/2020
Nevada,41,1,0,0,5/31/2020
Nevada,41,1,0,0,6/1/2020
Nevada,41,1,0,0,6/2/2020
Nevada,43,1,2,0,6/3/2020
Nevada,49,1,6,0,6/4/2020
Nevada,50,1,1,0,6/5/2020
Nevada,50,1,0,0,6/6/2020
Nevada,50,1,0,0,6/7/2020
Nevada,50,1,0,0,6/8/2020
Nevada,50,1,0,0,6/9/2020
Nevada,50,1,0,0,6/10/2020
Nevada,50,1,0,0,6/11/2020
Nevada,52,1,2,0,6/12/2020
Nevada,52,1,0,0,6/13/2020
Nevada,52,1,0,0,6/14/2020
Nevada,52,1,0,0,6/15/2020
Nevada,53,1,1,0,6/16/2020
Nevada,57,1,4,0,6/17/2020
Nevada,68,1,11,0,6/18/2020
Nevada,71,1,3,0,6/19/2020
Nevada,73,1,2,0,6/20/2020
Nevada,79,1,6,0,6/21/2020
Nevada,79,1,0,0,6/22/2020
Nevada,81,1,2,0,6/23/2020
Nevada,92,1,11,0,6/24/2020
Butte,0,0,0,0,3/18/2020
Butte,0,0,0,0,3/19/2020
Butte,0,0,0,0,3/20/2020
Butte,1,0,1,0,3/21/2020
Butte,1,0,0,0,3/22/2020
Butte,2,0,1,0,3/23/2020
Butte,3,0,1,0,3/24/2020
Butte,4,0,1,0,3/25/2020
Butte,4,0,0,0,3/26/2020
Butte,4,0,0,0,3/27/2020
Butte,4,0,0,0,3/28/2020
Butte,4,0,0,0,3/29/2020
Butte,5,0,1,0,3/30/2020
Butte,6,0,1,0,3/31/2020
Butte,6,0,0,0,4/1/2020
Butte,7,0,1,0,4/2/2020
Butte,8,0,1,0,4/3/2020
Butte,10,0,2,0,4/4/2020
Butte,10,0,0,0,4/5/2020
Butte,11,0,1,0,4/6/2020
Butte,11,0,0,0,4/7/2020
Butte,11,0,0,0,4/8/2020
Butte,12,0,1,0,4/9/2020
Butte,13,0,1,0,4/10/2020
Butte,13,0,0,0,4/11/2020
Butte,13,0,0,0,4/12/2020
Butte,13,0,0,0,4/13/2020
Butte,13,0,0,0,4/14/2020
Butte,14,0,1,0,4/15/2020
Butte,15,0,1,0,4/16/2020
Butte,15,0,0,0,4/17/2020
Butte,15,0,0,0,4/18/2020
Butte,15,0,0,0,4/19/2020
Butte,15,0,0,0,4/20/2020
Butte,15,0,0,0,4/21/2020
Butte,15,0,0,0,4/22/2020
Butte,15,0,0,0,4/23/2020
Butte,15,0,0,0,4/24/2020
Butte,16,0,1,0,4/25/2020
Butte,16,0,0,0,4/26/2020
Butte,16,0,0,0,4/27/2020
Butte,16,0,0,0,4/28/2020
Butte,16,0,0,0,4/29/2020
Butte,16,0,0,0,4/30/2020
Butte,17,0,1,0,5/1/2020
Butte,17,0,0,0,5/2/2020
Butte,17,0,0,0,5/3/2020
Butte,16,0,-1,0,5/4/2020
Butte,19,0,3,0,5/5/2020
Butte,19,0,0,0,5/6/2020
Butte,19,0,0,0,5/7/2020
Butte,18,0,-1,0,5/8/2020
Butte,18,0,0,0,5/9/2020
Butte,18,0,0,0,5/10/2020
Butte,19,0,1,0,5/11/2020
Butte,20,0,1,0,5/12/2020
Butte,21,0,1,0,5/13/2020
Butte,22,0,1,0,5/14/2020
Butte,22,0,0,0,5/15/2020
Butte,22,0,0,0,5/16/2020
Butte,23,0,1,0,5/17/2020
Butte,24,0,1,0,5/18/2020
Butte,25,0,1,0,5/19/2020
Butte,30,0,5,0,5/20/2020
Butte,31,0,1,0,5/21/2020
Butte,34,0,3,0,5/22/2020
Butte,34,0,0,0,5/23/2020
Butte,35,0,1,0,5/24/2020
Butte,37,0,2,0,5/25/2020
Butte,37,0,0,0,5/26/2020
Butte,40,0,3,0,5/27/2020
Butte,40,0,0,0,5/28/2020
Butte,41,0,1,0,5/29/2020
Butte,44,0,3,0,5/30/2020
Butte,51,0,7,0,5/31/2020
Butte,50,0,-1,0,6/1/2020
Butte,51,1,1,1,6/2/2020
Butte,53,1,2,0,6/3/2020
Butte,57,1,4,0,6/4/2020
Butte,61,1,4,0,6/5/2020
Butte,63,1,2,0,6/6/2020
Butte,64,1,1,0,6/7/2020
Butte,68,1,4,0,6/8/2020
Butte,70,1,2,0,6/9/2020
Butte,71,1,1,0,6/10/2020
Butte,72,1,1,0,6/11/2020
Butte,71,1,-1,0,6/12/2020
Butte,72,1,1,0,6/13/2020
Butte,78,1,6,0,6/14/2020
Butte,78,1,0,0,6/15/2020
Butte,79,1,1,0,6/16/2020
Butte,81,1,2,0,6/17/2020
Butte,88,1,7,0,6/18/2020
Butte,91,1,3,0,6/19/2020
Butte,94,1,3,0,6/20/2020
Butte,97,1,3,0,6/21/2020
Butte,104,1,7,0,6/22/2020
Butte,111,1,7,0,6/23/2020
Butte,119,1,8,0,6/24/2020
Santa Cruz,11,0,11,0,3/18/2020
Santa Cruz,13,0,2,0,3/19/2020
Santa Cruz,13,0,0,0,3/20/2020
Santa Cruz,17,0,4,0,3/21/2020
Santa Cruz,19,0,2,0,3/22/2020
Santa Cruz,21,0,2,0,3/23/2020
Santa Cruz,22,0,1,0,3/24/2020
Santa Cruz,26,0,4,0,3/25/2020
Santa Cruz,30,0,4,0,3/26/2020
Santa Cruz,31,0,1,0,3/27/2020
Santa Cruz,31,0,0,0,3/28/2020
Santa Cruz,33,1,2,1,3/29/2020
Santa Cruz,36,1,3,0,3/30/2020
Santa Cruz,40,1,4,0,3/31/2020
Santa Cruz,44,1,4,0,4/1/2020
Santa Cruz,49,1,5,0,4/2/2020
Santa Cruz,52,1,3,0,4/3/2020
Santa Cruz,56,1,4,0,4/4/2020
Santa Cruz,59,1,3,0,4/5/2020
Santa Cruz,65,1,6,0,4/6/2020
Santa Cruz,67,1,2,0,4/7/2020
Santa Cruz,69,1,2,0,4/8/2020
Santa Cruz,73,1,4,0,4/9/2020
Santa Cruz,75,1,2,0,4/10/2020
Santa Cruz,79,1,4,0,4/11/2020
Santa Cruz,80,1,1,0,4/12/2020
Santa Cruz,82,1,2,0,4/13/2020
Santa Cruz,84,1,2,0,4/14/2020
Santa Cruz,92,1,8,0,4/15/2020
Santa Cruz,90,2,-2,1,4/16/2020
Santa Cruz,94,2,4,0,4/17/2020
Santa Cruz,96,2,2,0,4/18/2020
Santa Cruz,98,2,2,0,4/19/2020
Santa Cruz,102,2,4,0,4/20/2020
Santa Cruz,104,2,2,0,4/21/2020
Santa Cruz,106,2,2,0,4/22/2020
Santa Cruz,110,2,4,0,4/23/2020
Santa Cruz,111,2,1,0,4/24/2020
Santa Cruz,112,2,1,0,4/25/2020
Santa Cruz,116,2,4,0,4/26/2020
Santa Cruz,123,2,7,0,4/27/2020
Santa Cruz,123,2,0,0,4/28/2020
Santa Cruz,124,2,1,0,4/29/2020
Santa Cruz,126,2,2,0,4/30/2020
Santa Cruz,127,2,1,0,5/1/2020
Santa Cruz,131,2,4,0,5/2/2020
Santa Cruz,133,2,2,0,5/3/2020
Santa Cruz,133,2,0,0,5/4/2020
Santa Cruz,134,2,1,0,5/5/2020
Santa Cruz,135,2,1,0,5/6/2020
Santa Cruz,136,2,1,0,5/7/2020
Santa Cruz,137,2,1,0,5/8/2020
Santa Cruz,138,2,1,0,5/9/2020
Santa Cruz,139,2,1,0,5/10/2020
Santa Cruz,140,2,1,0,5/11/2020
Santa Cruz,141,2,1,0,5/12/2020
Santa Cruz,142,2,1,0,5/13/2020
Santa Cruz,145,2,3,0,5/14/2020
Santa Cruz,146,3,1,1,5/15/2020
Santa Cruz,154,3,8,0,5/16/2020
Santa Cruz,155,3,1,0,5/17/2020
Santa Cruz,160,3,5,0,5/18/2020
Santa Cruz,161,3,1,0,5/19/2020
Santa Cruz,163,3,2,0,5/20/2020
Santa Cruz,164,3,1,0,5/21/2020
Santa Cruz,171,3,7,0,5/22/2020
Santa Cruz,177,3,6,0,5/23/2020
Santa Cruz,185,3,8,0,5/24/2020
Santa Cruz,191,3,6,0,5/25/2020
Santa Cruz,197,3,6,0,5/26/2020
Santa Cruz,202,3,5,0,5/27/2020
Santa Cruz,201,3,-1,0,5/28/2020
Santa Cruz,203,3,2,0,5/29/2020
Santa Cruz,206,3,3,0,5/30/2020
Santa Cruz,210,3,4,0,5/31/2020
Santa Cruz,215,3,5,0,6/1/2020
Santa Cruz,215,3,0,0,6/2/2020
Santa Cruz,217,3,2,0,6/3/2020
Santa Cruz,218,3,1,0,6/4/2020
Santa Cruz,222,3,4,0,6/5/2020
Santa Cruz,226,3,4,0,6/6/2020
Santa Cruz,230,3,4,0,6/7/2020
Santa Cruz,234,3,4,0,6/8/2020
Santa Cruz,237,3,3,0,6/9/2020
Santa Cruz,242,3,5,0,6/10/2020
Santa Cruz,247,3,5,0,6/11/2020
Santa Cruz,251,3,4,0,6/12/2020
Santa Cruz,254,3,3,0,6/13/2020
Santa Cruz,254,3,0,0,6/14/2020
Santa Cruz,254,3,0,0,6/15/2020
Santa Cruz,257,3,3,0,6/16/2020
Santa Cruz,265,3,8,0,6/17/2020
Santa Cruz,275,2,10,-1,6/18/2020
Santa Cruz,283,3,8,1,6/19/2020
Santa Cruz,287,3,4,0,6/20/2020
Santa Cruz,290,3,3,0,6/21/2020
Santa Cruz,290,3,0,0,6/22/2020
Santa Cruz,313,3,23,0,6/23/2020
Santa Cruz,329,3,16,0,6/24/2020
Mendocino,0,0,0,0,3/18/2020
Mendocino,1,0,1,0,3/19/2020
Mendocino,1,0,0,0,3/20/2020
Mendocino,1,0,0,0,3/21/2020
Mendocino,1,0,0,0,3/22/2020
Mendocino,1,0,0,0,3/23/2020
Mendocino,1,0,0,0,3/24/2020
Mendocino,1,0,0,0,3/25/2020
Mendocino,1,0,0,0,3/26/2020
Mendocino,2,0,1,0,3/27/2020
Mendocino,2,0,0,0,3/28/2020
Mendocino,2,0,0,0,3/29/2020
Mendocino,2,0,0,0,3/30/2020
Mendocino,4,0,2,0,3/31/2020
Mendocino,4,0,0,0,4/1/2020
Mendocino,4,0,0,0,4/2/2020
Mendocino,4,0,0,0,4/3/2020
Mendocino,4,0,0,0,4/4/2020
Mendocino,4,0,0,0,4/5/2020
Mendocino,4,0,0,0,4/6/2020
Mendocino,4,0,0,0,4/7/2020
Mendocino,4,0,0,0,4/8/2020
Mendocino,4,0,0,0,4/9/2020
Mendocino,4,0,0,0,4/10/2020
Mendocino,4,0,0,0,4/11/2020
Mendocino,4,0,0,0,4/12/2020
Mendocino,4,0,0,0,4/13/2020
Mendocino,4,0,0,0,4/14/2020
Mendocino,4,0,0,0,4/15/2020
Mendocino,4,0,0,0,4/16/2020
Mendocino,4,0,0,0,4/17/2020
Mendocino,4,0,0,0,4/18/2020
Mendocino,4,0,0,0,4/19/2020
Mendocino,5,0,1,0,4/20/2020
Mendocino,5,0,0,0,4/21/2020
Mendocino,5,0,0,0,4/22/2020
Mendocino,5,0,0,0,4/23/2020
Mendocino,5,0,0,0,4/24/2020
Mendocino,5,0,0,0,4/25/2020
Mendocino,5,0,0,0,4/26/2020
Mendocino,10,0,5,0,4/27/2020
Mendocino,10,0,0,0,4/28/2020
Mendocino,11,0,1,0,4/29/2020
Mendocino,11,0,0,0,4/30/2020
Mendocino,11,0,0,0,5/1/2020
Mendocino,10,0,-1,0,5/2/2020
Mendocino,10,0,0,0,5/3/2020
Mendocino,10,0,0,0,5/4/2020
Mendocino,10,0,0,0,5/5/2020
Mendocino,10,0,0,0,5/6/2020
Mendocino,10,0,0,0,5/7/2020
Mendocino,10,0,0,0,5/8/2020
Mendocino,10,0,0,0,5/9/2020
Mendocino,10,0,0,0,5/10/2020
Mendocino,10,0,0,0,5/11/2020
Mendocino,10,0,0,0,5/12/2020
Mendocino,10,0,0,0,5/13/2020
Mendocino,10,0,0,0,5/14/2020
Mendocino,10,0,0,0,5/15/2020
Mendocino,10,0,0,0,5/16/2020
Mendocino,10,0,0,0,5/17/2020
Mendocino,12,0,2,0,5/18/2020
Mendocino,12,0,0,0,5/19/2020
Mendocino,12,0,0,0,5/20/2020
Mendocino,12,0,0,0,5/21/2020
Mendocino,13,0,1,0,5/22/2020
Mendocino,13,0,0,0,5/23/2020
Mendocino,19,0,6,0,5/24/2020
Mendocino,19,0,0,0,5/25/2020
Mendocino,20,0,1,0,5/26/2020
Mendocino,21,0,1,0,5/27/2020
Mendocino,24,0,3,0,5/28/2020
Mendocino,25,0,1,0,5/29/2020
Mendocino,24,0,-1,0,5/30/2020
Mendocino,24,0,0,0,5/31/2020
Mendocino,28,0,4,0,6/1/2020
Mendocino,29,0,1,0,6/2/2020
Mendocino,29,0,0,0,6/3/2020
Mendocino,29,0,0,0,6/4/2020
Mendocino,32,0,3,0,6/5/2020
Mendocino,32,0,0,0,6/6/2020
Mendocino,32,0,0,0,6/7/2020
Mendocino,32,0,0,0,6/8/2020
Mendocino,35,0,3,0,6/9/2020
Mendocino,35,0,0,0,6/10/2020
Mendocino,35,0,0,0,6/11/2020
Mendocino,33,0,-2,0,6/12/2020
Mendocino,33,0,0,0,6/13/2020
Mendocino,33,0,0,0,6/14/2020
Mendocino,33,0,0,0,6/15/2020
Mendocino,35,0,2,0,6/16/2020
Mendocino,42,0,7,0,6/17/2020
Mendocino,45,0,3,0,6/18/2020
Mendocino,48,0,3,0,6/19/2020
Mendocino,48,0,0,0,6/20/2020
Mendocino,48,0,0,0,6/21/2020
Mendocino,48,0,0,0,6/22/2020
Mendocino,61,0,13,0,6/23/2020
Mendocino,60,0,-1,0,6/24/2020
Fresno,3,0,3,0,3/18/2020
Fresno,6,0,3,0,3/19/2020
Fresno,7,0,1,0,3/20/2020
Fresno,8,0,1,0,3/21/2020
Fresno,8,0,0,0,3/22/2020
Fresno,10,0,2,0,3/23/2020
Fresno,18,0,8,0,3/24/2020
Fresno,21,0,3,0,3/25/2020
Fresno,25,0,4,0,3/26/2020
Fresno,29,0,4,0,3/27/2020
Fresno,31,0,2,0,3/28/2020
Fresno,31,0,0,0,3/29/2020
Fresno,46,0,15,0,3/30/2020
Fresno,59,0,13,0,3/31/2020
Fresno,75,0,16,0,4/1/2020
Fresno,92,0,17,0,4/2/2020
Fresno,98,1,6,1,4/3/2020
Fresno,102,1,4,0,4/4/2020
Fresno,102,1,0,0,4/5/2020
Fresno,122,1,20,0,4/6/2020
Fresno,138,3,16,2,4/7/2020
Fresno,151,3,13,0,4/8/2020
Fresno,165,3,14,0,4/9/2020
Fresno,186,4,21,1,4/10/2020
Fresno,201,4,15,0,4/11/2020
Fresno,205,4,4,0,4/12/2020
Fresno,209,5,4,1,4/13/2020
Fresno,244,5,35,0,4/14/2020
Fresno,264,7,20,2,4/15/2020
Fresno,289,7,25,0,4/16/2020
Fresno,315,7,26,0,4/17/2020
Fresno,319,7,4,0,4/18/2020
Fresno,326,7,7,0,4/19/2020
Fresno,356,7,30,0,4/20/2020
Fresno,372,7,16,0,4/21/2020
Fresno,388,7,16,0,4/22/2020
Fresno,426,7,38,0,4/23/2020
Fresno,449,7,23,0,4/24/2020
Fresno,459,7,10,0,4/25/2020
Fresno,476,7,17,0,4/26/2020
Fresno,504,7,28,0,4/27/2020
Fresno,525,7,21,0,4/28/2020
Fresno,544,7,19,0,4/29/2020
Fresno,562,7,18,0,4/30/2020
Fresno,617,8,55,1,5/1/2020
Fresno,629,8,12,0,5/2/2020
Fresno,646,8,17,0,5/3/2020
Fresno,680,9,34,1,5/4/2020
Fresno,726,9,46,0,5/5/2020
Fresno,773,9,47,0,5/6/2020
Fresno,812,9,39,0,5/7/2020
Fresno,838,9,26,0,5/8/2020
Fresno,861,9,23,0,5/9/2020
Fresno,894,9,33,0,5/10/2020
Fresno,937,9,43,0,5/11/2020
Fresno,978,10,41,1,5/12/2020
Fresno,993,13,15,3,5/13/2020
Fresno,1038,13,45,0,5/14/2020
Fresno,1126,16,88,3,5/15/2020
Fresno,1177,16,51,0,5/16/2020
Fresno,1213,16,36,0,5/17/2020
Fresno,1244,17,31,1,5/18/2020
Fresno,1288,17,44,0,5/19/2020
Fresno,1329,20,41,3,5/20/2020
Fresno,1362,22,33,2,5/21/2020
Fresno,1399,22,37,0,5/22/2020
Fresno,1447,22,48,0,5/23/2020
Fresno,1455,22,8,0,5/24/2020
Fresno,1496,22,41,0,5/25/2020
Fresno,1496,26,0,4,5/26/2020
Fresno,1620,30,124,4,5/27/2020
Fresno,1653,32,33,2,5/28/2020
Fresno,1687,35,34,3,5/29/2020
Fresno,1744,35,57,0,5/30/2020
Fresno,1780,35,36,0,5/31/2020
Fresno,1854,36,74,1,6/1/2020
Fresno,1917,37,63,1,6/2/2020
Fresno,1943,37,26,0,6/3/2020
Fresno,2007,40,64,3,6/4/2020
Fresno,2051,43,44,3,6/5/2020
Fresno,2117,43,66,0,6/6/2020
Fresno,2144,43,27,0,6/7/2020
Fresno,2194,43,50,0,6/8/2020
Fresno,2278,48,84,5,6/9/2020
Fresno,2324,49,46,1,6/10/2020
Fresno,2338,51,14,2,6/11/2020
Fresno,2428,52,90,1,6/12/2020
Fresno,2499,52,71,0,6/13/2020
Fresno,2585,52,86,0,6/14/2020
Fresno,2616,55,31,3,6/15/2020
Fresno,2731,57,115,2,6/16/2020
Fresno,2801,61,70,4,6/17/2020
Fresno,2947,62,146,1,6/18/2020
Fresno,3109,66,162,4,6/19/2020
Fresno,3222,66,113,0,6/20/2020
Fresno,3296,66,74,0,6/21/2020
Fresno,3425,67,129,1,6/22/2020
Fresno,3569,70,144,3,6/23/2020
Fresno,3765,71,196,1,6/24/2020
Inyo,0,0,0,0,3/18/2020
Inyo,0,0,0,0,3/19/2020
Inyo,0,0,0,0,3/20/2020
Inyo,0,0,0,0,3/21/2020
Inyo,0,0,0,0,3/22/2020
Inyo,0,0,0,0,3/23/2020
Inyo,0,0,0,0,3/24/2020
Inyo,0,0,0,0,3/25/2020
Inyo,0,0,0,0,3/26/2020
Inyo,0,0,0,0,3/27/2020
Inyo,0,0,0,0,3/28/2020
Inyo,0,0,0,0,3/29/2020
Inyo,5,0,5,0,3/30/2020
Inyo,8,0,3,0,3/31/2020
Inyo,8,0,0,0,4/1/2020
Inyo,8,0,0,0,4/2/2020
Inyo,10,0,2,0,4/3/2020
Inyo,10,0,0,0,4/4/2020
Inyo,10,0,0,0,4/5/2020
Inyo,11,0,1,0,4/6/2020
Inyo,11,0,0,0,4/7/2020
Inyo,11,0,0,0,4/8/2020
Inyo,11,0,0,0,4/9/2020
Inyo,11,0,0,0,4/10/2020
Inyo,12,0,1,0,4/11/2020
Inyo,12,0,0,0,4/12/2020
Inyo,12,0,0,0,4/13/2020
Inyo,12,0,0,0,4/14/2020
Inyo,12,0,0,0,4/15/2020
Inyo,17,0,5,0,4/16/2020
Inyo,17,0,0,0,4/17/2020
Inyo,17,0,0,0,4/18/2020
Inyo,17,0,0,0,4/19/2020
Inyo,17,0,0,0,4/20/2020
Inyo,18,0,1,0,4/21/2020
Inyo,18,0,0,0,4/22/2020
Inyo,19,0,1,0,4/23/2020
Inyo,20,1,1,1,4/24/2020
Inyo,20,1,0,0,4/25/2020
Inyo,20,1,0,0,4/26/2020
Inyo,20,1,0,0,4/27/2020
Inyo,20,1,0,0,4/28/2020
Inyo,20,1,0,0,4/29/2020
Inyo,20,1,0,0,4/30/2020
Inyo,20,1,0,0,5/1/2020
Inyo,20,1,0,0,5/2/2020
Inyo,20,1,0,0,5/3/2020
Inyo,20,1,0,0,5/4/2020
Inyo,20,1,0,0,5/5/2020
Inyo,20,1,0,0,5/6/2020
Inyo,20,1,0,0,5/7/2020
Inyo,20,1,0,0,5/8/2020
Inyo,20,1,0,0,5/9/2020
Inyo,20,1,0,0,5/10/2020
Inyo,20,1,0,0,5/11/2020
Inyo,20,1,0,0,5/12/2020
Inyo,20,1,0,0,5/13/2020
Inyo,20,1,0,0,5/14/2020
Inyo,20,1,0,0,5/15/2020
Inyo,20,1,0,0,5/16/2020
Inyo,20,1,0,0,5/17/2020
Inyo,20,1,0,0,5/18/2020
Inyo,20,1,0,0,5/19/2020
Inyo,20,1,0,0,5/20/2020
Inyo,20,1,0,0,5/21/2020
Inyo,20,1,0,0,5/22/2020
Inyo,20,1,0,0,5/23/2020
Inyo,20,1,0,0,5/24/2020
Inyo,20,1,0,0,5/25/2020
Inyo,20,1,0,0,5/26/2020
Inyo,20,1,0,0,5/27/2020
Inyo,20,1,0,0,5/28/2020
Inyo,20,1,0,0,5/29/2020
Inyo,20,1,0,0,5/30/2020
Inyo,20,1,0,0,5/31/2020
Inyo,20,1,0,0,6/1/2020
Inyo,20,1,0,0,6/2/2020
Inyo,20,1,0,0,6/3/2020
Inyo,20,1,0,0,6/4/2020
Inyo,21,1,1,0,6/5/2020
Inyo,21,1,0,0,6/6/2020
